name,supertype,rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,price,is_legendary
Vent Sentinel,Creature,Common,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
World at War,Sorcery,Rare,5,Red,Legal,Not Legal,Legal,Legal,Legal,0,4.39,0
Wrap in Flames,Sorcery,Common,4,Red,Legal,Legal,Legal,Legal,Legal,0,0.05,0
Ancient Stirrings,Sorcery,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.71,0
Aura Gnarlid,Creature,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Awakening Zone,Enchantment,Rare,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,6.81,0
Bear Umbra,Enchantment,Rare,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,8.69,0
Beastbreaker of Bala Ged,Creature,Uncommon,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Boar Umbra,Enchantment,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Bramblesnap,Creature,Uncommon,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Broodwarden,Creature,Uncommon,5,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Daggerback Basilisk,Creature,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Gelatinous Genesis,Sorcery,Rare,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,1.47,0
Gigantomancer,Creature,Rare,8,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.32,0
Gravity Well,Enchantment,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.43,0
Growth Spasm,Sorcery,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Haze Frog,Creature,Common,5,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Irresistible Prey,Sorcery,Uncommon,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Jaddi Lifestrider,Creature,Uncommon,5,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Joraga Treespeaker,Creature,Uncommon,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,2.43,0
Kazandu Tuskcaller,Creature,Rare,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.44,0
Khalni Hydra,Creature,Mythic Rare,8,Green,Legal,Not Legal,Legal,Legal,Legal,0,13.09,0
Kozilek's Predator,Creature,Common,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Leaf Arrow,Instant,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Living Destiny,Instant,Common,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Might of the Masses,Instant,Common,1,Green,Legal,Legal,Legal,Legal,Legal,0,0.07,0
Momentous Fall,Instant,Rare,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,1.54,0
Mul Daya Channelers,Creature,Rare,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,1.03,0
Naturalize,Instant,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Nema Siltlurker,Creature,Common,5,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Nest Invader,Creature,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Ondu Giant,Creature,Common,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Overgrown Battlement,Creature,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.29,0
Pelakka Wurm,Creature,Uncommon,7,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Prey's Vengeance,Instant,Uncommon,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Realms Uncharted,Instant,Rare,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,3.54,0
Snake Umbra,Enchantment,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.28,0
Spider Umbra,Enchantment,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.34,0
Sporecap Spider,Creature,Common,3,Green,Legal,Legal,Legal,Legal,Legal,0,0.1,0
Stomper Cub,Creature,Common,5,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Tajuru Preserver,Creature,Rare,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,2.12,0
Vengevine,Creature,Mythic Rare,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,14.09,0
Wildheart Invoker,Creature,Common,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Sarkhan the Mad,Planeswalker,Mythic Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,0,4.77,0
Angelheart Vial,Artifact,Rare,5,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.33,0
Dreamstone Hedron,Artifact,Uncommon,6,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Enatu Golem,Artifact Creature,Uncommon,6,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Hedron Matrix,Artifact,Rare,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.5,0
Keening Stone,Artifact,Rare,6,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,2.57,0
Ogre's Cleaver,Artifact,Uncommon,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Pennon Blade,Artifact,Uncommon,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Prophetic Prism,Artifact,Common,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.18,0
Reinforced Bulwark,Artifact Creature,Common,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Runed Servitor,Artifact Creature,Uncommon,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Sphinx-Bone Wand,Artifact,Rare,7,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.44,0
Warmonger's Chariot,Artifact,Uncommon,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Eldrazi Temple,Land,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,6.51,0
Evolving Wilds,Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.16,0
Plains,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.29,0
Plains,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.2,0
Plains,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.25,0
Plains,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.24,0
Island,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.28,0
Island,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.33,0
Island,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.29,0
Island,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.4,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.31,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.28,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.24,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.27,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.26,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.32,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.31,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.23,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.32,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.31,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.22,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.24,0
Admonition Angel,Creature,Mythic Rare,6,White,Legal,Not Legal,Legal,Legal,Legal,0,4.86,0
Apex Hawks,Creature,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Archon of Redemption,Creature,Rare,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.25,0
Battle Hurda,Creature,Common,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Fledgling Griffin,Creature,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Guardian Zendikon,Enchantment,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Hada Freeblade,Creature,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.36,0
Iona's Judgment,Sorcery,Common,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Join the Ranks,Instant,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Kitesail Apprentice,Creature,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Kor Firewalker,Creature,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.47,0
Lightkeeper of Emeria,Creature,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.21,0
Loam Lion,Creature,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.31,0
Marsh Threader,Creature,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Marshal's Anthem,Enchantment,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.36,0
Perimeter Captain,Creature,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,0,1.11,0
Refraction Trap,Instant,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Rest for the Weary,Instant,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Ruin Ghost,Creature,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Stoneforge Mystic,Creature,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,0,35.63,0
Talus Paladin,Creature,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.65,0
Terra Eternal,Enchantment,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.57,0
Veteran's Reflexes,Instant,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Aether Tradewinds,Instant,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Calcite Snapper,Creature,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Dispel,Instant,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.28,0
Enclave Elite,Creature,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Goliath Sphinx,Creature,Rare,7,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Halimar Excavator,Creature,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Horizon Drake,Creature,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Jace the Mind Sculptor,Planeswalker,Mythic Rare,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,92.42,0
Jwari Shapeshifter,Creature,Rare,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.64,0
Mysteries of the Deep,Instant,Common,5,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Permafrost Trap,Instant,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Quest for Ula's Temple,Enchantment,Rare,1,Blue,Legal,Not Legal,Legal,Legal,Legal,0,4.27,0
Sejiri Merfolk,Creature,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Selective Memory,Sorcery,Rare,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Spell Contortion,Instant,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Surrakar Banisher,Creature,Common,5,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Thada Adel Acquisitor,Creature,Rare,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,4.06,0
Tideforce Elemental,Creature,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Treasure Hunt,Sorcery,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.3,0
Twitch,Instant,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Vapor Snare,Enchantment,Uncommon,5,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Voyager Drake,Creature,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Wind Zendikon,Enchantment,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Abyssal Persecutor,Creature,Mythic Rare,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.8,0
Agadeem Occultist,Creature,Rare,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.37,0
Anowon the Ruin Sage,Creature,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,0,1.26,0
Bloodhusk Ritualist,Creature,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.21,0
Bojuka Brigand,Creature,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Brink of Disaster,Enchantment,Common,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Butcher of Malakir,Creature,Rare,7,Black,Legal,Not Legal,Legal,Legal,Legal,0,1.25,0
Caustic Crawler,Creature,Uncommon,5,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Corrupted Zendikon,Enchantment,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Dead Reckoning,Sorcery,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Death's Shadow,Creature,Rare,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,7.51,0
Jagwasp Swarm,Creature,Common,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Kalastria Highborn,Creature,Rare,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,3.21,0
Mire's Toll,Sorcery,Common,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Nemesis Trap,Instant,Uncommon,6,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Pulse Tracker,Creature,Common,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Quag Vampires,Creature,Common,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Quest for the Nihil Stone,Enchantment,Rare,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,2.06,0
Ruthless Cullblade,Creature,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Scrib Nibblers,Creature,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.21,0
Shoreline Salvager,Creature,Uncommon,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Smother,Instant,Uncommon,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Tomb Hex,Instant,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Urge to Feed,Instant,Uncommon,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.25,0
Akoum Battlesinger,Creature,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Bazaar Trader,Creature,Rare,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,1.18,0
Bull Rush,Instant,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Chain Reaction,Sorcery,Rare,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.67,0
Claws of Valakut,Enchantment,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Comet Storm,Instant,Mythic Rare,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.99,0
Cosi's Ravager,Creature,Common,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Crusher Zendikon,Enchantment,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Cunning Sparkmage,Creature,Uncommon,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.21,0
Deathforge Shaman,Creature,Uncommon,5,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Dragonmaster Outcast,Creature,Mythic Rare,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,1.88,0
Goblin Roughrider,Creature,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Grotag Thrasher,Creature,Common,5,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Kazuul Tyrant of the Cliffs,Creature,Rare,5,Red,Legal,Not Legal,Legal,Legal,Legal,0,2.52,0
Mordant Dragon,Creature,Rare,6,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.33,0
Quest for the Goblin Lord,Enchantment,Uncommon,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.98,0
Ricochet Trap,Instant,Uncommon,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.34,0
Roiling Terrain,Sorcery,Common,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.25,0
Rumbling Aftershocks,Enchantment,Uncommon,5,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Searing Blaze,Instant,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.98,0
Skitter of Lizards,Creature,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Slavering Nulls,Creature,Uncommon,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Stone Idol Trap,Instant,Rare,6,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Tuktuk Scrapper,Creature,Uncommon,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Arbor Elf,Creature,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.41,0
Avenger of Zendikar,Creature,Mythic Rare,7,Green,Legal,Not Legal,Legal,Legal,Legal,0,12.14,0
Bestial Menace,Sorcery,Uncommon,5,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Canopy Cover,Enchantment,Uncommon,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.37,0
Explore,Sorcery,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.28,0
Feral Contest,Sorcery,Common,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Gnarlid Pack,Creature,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Grappler Spider,Creature,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Graypelt Hunter,Creature,Common,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Groundswell,Instant,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.77,0
Harabaz Druid,Creature,Rare,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,1.4,0
Joraga Warcaller,Creature,Rare,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,2.86,0
Leatherback Baloth,Creature,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.38,0
Nature's Claim,Instant,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.33,0
Omnath Locus of Mana,Creature,Mythic Rare,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,21.72,0
Quest for Renewal,Enchantment,Uncommon,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,1.44,0
Slingbow Trap,Instant,Uncommon,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Snapping Creeper,Creature,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Strength of the Tajuru,Instant,Rare,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.57,0
Summit Apes,Creature,Uncommon,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Terastodon,Creature,Rare,8,Green,Legal,Not Legal,Legal,Legal,Legal,0,1.1,0
Vastwood Animist,Creature,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Vastwood Zendikon,Enchantment,Common,5,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Wolfbriar Elemental,Creature,Rare,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.38,0
Novablast Wurm,Creature,Mythic Rare,7,Gold,Legal,Not Legal,Legal,Legal,Legal,0,1.76,0
Wrexial the Risen Deep,Creature,Mythic Rare,6,Gold,Legal,Not Legal,Legal,Legal,Legal,0,2.56,0
Amulet of Vigor,Artifact,Rare,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,16.08,0
Basilisk Collar,Artifact,Rare,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,5.82,0
Everflowing Chalice,Artifact,Uncommon,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,1.58,0
Hammer of Ruin,Artifact,Uncommon,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Hedron Rover,Artifact Creature,Common,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Kitesail,Artifact,Common,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Lodestone Golem,Artifact Creature,Rare,4,Colorless,Legal,Not Legal,Legal,Restrict.,Legal,0,0.59,0
Pilgrim's Eye,Artifact Creature,Common,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Razor Boomerang,Artifact,Uncommon,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Seer's Sundial,Artifact,Rare,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Walking Atlas,Artifact Creature,Common,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.53,0
Bojuka Bog,Land,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,1.65,0
Celestial Colonnade,Land,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,4.95,0
Creeping Tar Pit,Land,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,3.38,0
Dread Statuary,Land,Uncommon,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Eye of Ugin,Land,Mythic Rare,0,Colorless,Banned,Not Legal,Legal,Legal,Legal,0,8.58,0
Halimar Depths,Land,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.53,0
Khalni Garden,Land,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.21,0
Lavaclaw Reaches,Land,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.91,0
Quicksand,Land,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Raging Ravine,Land,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,2.41,0
Sejiri Steppe,Land,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Smoldering Spires,Land,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Stirring Wildwood,Land,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.53,0
Tectonic Edge,Land,Uncommon,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.71,0
Armament Master,Creature,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Arrow Volley Trap,Instant,Uncommon,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Bold Defense,Instant,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Brave the Elements,Instant,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.3,0
Caravan Hurda,Creature,Common,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Celestial Mantle,Enchantment,Rare,6,White,Legal,Not Legal,Legal,Legal,Legal,0,2.85,0
Cliff Threader,Creature,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Conqueror's Pledge,Sorcery,Rare,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.37,0
Day of Judgment,Sorcery,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,0,2.21,0
Devout Lightcaster,Creature,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.27,0
Emeria Angel,Creature,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.87,0
Felidar Sovereign,Creature,Mythic Rare,6,White,Legal,Not Legal,Legal,Legal,Legal,0,1.17,0
Iona Shield of Emeria,Creature,Mythic Rare,9,White,Legal,Not Legal,Banned,Legal,Legal,0,4.18,0
Journey to Nowhere,Enchantment,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.56,0
Kabira Evangel,Creature,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.61,0
Kazandu Blademaster,Creature,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.34,0
Kor Aeronaut,Creature,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Kor Cartographer,Creature,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.31,0
Kor Duelist,Creature,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.18,0
Kor Hookmaster,Creature,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Kor Outfitter,Creature,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Kor Sanctifiers,Creature,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Kor Skyfisher,Creature,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.29,0
Landbind Ritual,Sorcery,Uncommon,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Luminarch Ascension,Enchantment,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,0,6,0
Makindi Shieldmate,Creature,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Narrow Escape,Instant,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Nimbus Wings,Enchantment,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Noble Vestige,Creature,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Ondu Cleric,Creature,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Pillarfield Ox,Creature,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Pitfall Trap,Instant,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Quest for the Holy Relic,Enchantment,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Shepherd of the Lost,Creature,Uncommon,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Shieldmate's Blessing,Instant,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Steppe Lynx,Creature,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Sunspring Expedition,Enchantment,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Windborne Charge,Sorcery,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
World Queller,Creature,Rare,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.32,0
Aether Figment,Creature,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
